,commit-hash,BleuScore
78,15e62ad26d3eed587b2e2889421170eab5ab01ef,1.0332112772921225e-231
79,15e62ad26d3eed587b2e2889421170eab5ab01ef,3.951829566952597e-155
80,15e62ad26d3eed587b2e2889421170eab5ab01ef,3.688475156564363e-155
81,15e62ad26d3eed587b2e2889421170eab5ab01ef,3.951829566952597e-155
82,15e62ad26d3eed587b2e2889421170eab5ab01ef,1.0332112772921225e-231
83,15e62ad26d3eed587b2e2889421170eab5ab01ef,3.951829566952597e-155
84,15e62ad26d3eed587b2e2889421170eab5ab01ef,3.31616786659044e-155
85,15e62ad26d3eed587b2e2889421170eab5ab01ef,1.091900080306308e-231
86,15e62ad26d3eed587b2e2889421170eab5ab01ef,4.039187183453553e-155
87,15e62ad26d3eed587b2e2889421170eab5ab01ef,1.016127520387007e-231
88,15e62ad26d3eed587b2e2889421170eab5ab01ef,1.1545437674642806e-231
89,15e62ad26d3eed587b2e2889421170eab5ab01ef,1.1545437674642806e-231
90,15e62ad26d3eed587b2e2889421170eab5ab01ef,1.1178947119021761e-231
91,15e62ad26d3eed587b2e2889421170eab5ab01ef,9.838722564444047e-232
92,15e62ad26d3eed587b2e2889421170eab5ab01ef,1.1317704983611876e-231
93,15e62ad26d3eed587b2e2889421170eab5ab01ef,3.78895040493978e-155
94,15e62ad26d3eed587b2e2889421170eab5ab01ef,1.0889844332430006e-231
95,15e62ad26d3eed587b2e2889421170eab5ab01ef,1.1701899281868481e-231
96,15e62ad26d3eed587b2e2889421170eab5ab01ef,1.0889844332430006e-231
97,15e62ad26d3eed587b2e2889421170eab5ab01ef,1.1797885536377033e-231
98,15e62ad26d3eed587b2e2889421170eab5ab01ef,9.157659918476659e-232
99,15e62ad26d3eed587b2e2889421170eab5ab01ef,1.0603527689423161e-231
100,15e62ad26d3eed587b2e2889421170eab5ab01ef,3.2253321163716544e-155
101,15e62ad26d3eed587b2e2889421170eab5ab01ef,1.0202666183615141e-231
102,15e62ad26d3eed587b2e2889421170eab5ab01ef,1.0603527689423161e-231
103,15e62ad26d3eed587b2e2889421170eab5ab01ef,9.74806386640271e-232
104,15e62ad26d3eed587b2e2889421170eab5ab01ef,1.0094658461717502e-231
105,15e62ad26d3eed587b2e2889421170eab5ab01ef,9.74806386640271e-232
106,15e62ad26d3eed587b2e2889421170eab5ab01ef,1.013799606997597e-231
107,15e62ad26d3eed587b2e2889421170eab5ab01ef,3.0343732696190528e-155
108,15e62ad26d3eed587b2e2889421170eab5ab01ef,9.754733773737682e-232
109,15e62ad26d3eed587b2e2889421170eab5ab01ef,1.013799606997597e-231
110,15e62ad26d3eed587b2e2889421170eab5ab01ef,9.320090073989482e-232
111,15e62ad26d3eed587b2e2889421170eab5ab01ef,1.013799606997597e-231
112,15e62ad26d3eed587b2e2889421170eab5ab01ef,9.320090073989482e-232
113,15e62ad26d3eed587b2e2889421170eab5ab01ef,9.788429383461836e-232
114,15e62ad26d3eed587b2e2889421170eab5ab01ef,2.9729050750188428e-155
115,15e62ad26d3eed587b2e2889421170eab5ab01ef,9.788429383461836e-232
116,15e62ad26d3eed587b2e2889421170eab5ab01ef,1.0423153399406431e-231
117,15e62ad26d3eed587b2e2889421170eab5ab01ef,9.788429383461836e-232
118,15e62ad26d3eed587b2e2889421170eab5ab01ef,1.012071042130996e-231
119,15e62ad26d3eed587b2e2889421170eab5ab01ef,9.418382295637229e-232
120,a3352af1d447bd6ab6abe8ec6130fbe64dacba84,2.987828154071247e-155
121,a3352af1d447bd6ab6abe8ec6130fbe64dacba84,3.0015097397134732e-155
122,a3352af1d447bd6ab6abe8ec6130fbe64dacba84,8.796377678215576e-232
123,a3352af1d447bd6ab6abe8ec6130fbe64dacba84,9.72161026064145e-232
124,05db75bdb10a0734846eafbcbac6441a66fd4262,8.804363503668162e-232
125,05db75bdb10a0734846eafbcbac6441a66fd4262,7.955640502424632e-232
126,05db75bdb10a0734846eafbcbac6441a66fd4262,7.955640502424632e-232
127,05db75bdb10a0734846eafbcbac6441a66fd4262,1.2183324802375697e-231
128,05db75bdb10a0734846eafbcbac6441a66fd4262,1.072268715173723e-231
129,05db75bdb10a0734846eafbcbac6441a66fd4262,1.072268715173723e-231
130,05db75bdb10a0734846eafbcbac6441a66fd4262,9.15882794615173e-232
131,05db75bdb10a0734846eafbcbac6441a66fd4262,7.992219124248642e-232
132,05db75bdb10a0734846eafbcbac6441a66fd4262,7.992219124248642e-232
133,05db75bdb10a0734846eafbcbac6441a66fd4262,9.460904289886527e-232
134,05db75bdb10a0734846eafbcbac6441a66fd4262,8.804363503668162e-232
135,05db75bdb10a0734846eafbcbac6441a66fd4262,7.955640502424632e-232
136,05db75bdb10a0734846eafbcbac6441a66fd4262,0.0
137,05db75bdb10a0734846eafbcbac6441a66fd4262,0.0
138,05db75bdb10a0734846eafbcbac6441a66fd4262,0.0
139,d9eca19b8f1e3c357bfc05691eb1d50eece53958,1.0377133938315695e-231
140,d9eca19b8f1e3c357bfc05691eb1d50eece53958,1.0377133938315695e-231
141,d9eca19b8f1e3c357bfc05691eb1d50eece53958,1.1484186507842885e-231
142,d9eca19b8f1e3c357bfc05691eb1d50eece53958,1.1484186507842885e-231
143,858555abb5a8bccd87396aee0cc1240700ecf5cd,3.256934664984037e-155
144,e4c68063b9946147509166b512a49294f3891b8c,1.030263426206844e-231
145,e4c68063b9946147509166b512a49294f3891b8c,9.675249329403791e-232
146,e4c68063b9946147509166b512a49294f3891b8c,1.030263426206844e-231
147,10357109565fd5674fad1fe00defb7f31df51ca3,8.972141065609098e-232
148,5084f18568ae58fe212d99546bfda8023073ac82,4.452250377698693e-155
149,5084f18568ae58fe212d99546bfda8023073ac82,4.987693055201041e-155
150,5084f18568ae58fe212d99546bfda8023073ac82,5.4052429289534965e-155
151,f1cd289d51f01004bcfdcd9d991ca54b6a8185fb,1.0822127292360548e-231
152,f1cd289d51f01004bcfdcd9d991ca54b6a8185fb,1.1088946534873117e-231
153,f1cd289d51f01004bcfdcd9d991ca54b6a8185fb,9.945148821678373e-232
154,f1cd289d51f01004bcfdcd9d991ca54b6a8185fb,9.594503055152632e-232
155,04819577154fc1b11fc20ae7ac584d67614eca25,3.812727472243035e-155
156,04819577154fc1b11fc20ae7ac584d67614eca25,1.1268086493920282e-231
157,a2b12f75ea6fb010dac6fbf6e5e539ad0e69a2f4,1.0618063059647207e-231
158,b2ec4f797fabd95a87f0e966e6dc5a4f74751f36,6.492476721861418e-232
159,6e7e2f2eeaf5d07060303735d8f183e526447f25,9.309480961664223e-232
160,01ca7f0eb28790a594ce94b337caf6f776078215,9.594503055152632e-232
161,01ca7f0eb28790a594ce94b337caf6f776078215,8.06798322521923e-232
162,01ca7f0eb28790a594ce94b337caf6f776078215,1.0832677820940877e-231
163,01ca7f0eb28790a594ce94b337caf6f776078215,1.0832677820940877e-231
164,01ca7f0eb28790a594ce94b337caf6f776078215,3.873169876698188e-155
165,01ca7f0eb28790a594ce94b337caf6f776078215,2.9956206199279202e-155
166,01ca7f0eb28790a594ce94b337caf6f776078215,1.0875411107433026e-231
167,01ca7f0eb28790a594ce94b337caf6f776078215,1.0518351895246305e-231
168,01ca7f0eb28790a594ce94b337caf6f776078215,9.817780325683613e-232
169,01ca7f0eb28790a594ce94b337caf6f776078215,9.817780325683613e-232
170,2a25d71aa4929ef9cb0d5d993ec9f25160d25d65,2.96685964357553e-155
171,2a25d71aa4929ef9cb0d5d993ec9f25160d25d65,2.671961170107083e-155
172,dc4da527db3bbc3c9907ee0f72f5f48d3d4b4e2a,7.850707993042515e-232
173,dc4da527db3bbc3c9907ee0f72f5f48d3d4b4e2a,1.0832677820940877e-231
174,20823c17025627849d0efce5e4b345f03917b60e,1.2183324802375697e-231
175,20823c17025627849d0efce5e4b345f03917b60e,1.2183324802375697e-231
176,20823c17025627849d0efce5e4b345f03917b60e,1.0518351895246305e-231
177,20823c17025627849d0efce5e4b345f03917b60e,1.2508498911928379e-231
178,bb49a1f979a66c647bbe676bdb0cc8163bd87c7e,8.784466509829401e-232
179,bb49a1f979a66c647bbe676bdb0cc8163bd87c7e,8.100322788515254e-232
180,bb49a1f979a66c647bbe676bdb0cc8163bd87c7e,3.974873281481815e-155
181,bb49a1f979a66c647bbe676bdb0cc8163bd87c7e,1.0561455016657743e-231
182,bb49a1f979a66c647bbe676bdb0cc8163bd87c7e,3.84826770338654e-155
183,bb49a1f979a66c647bbe676bdb0cc8163bd87c7e,1.2360650817640268e-231
184,6e1dbadff94c2ed168119cd17df37d7ec9cb8d05,1.1409851298103347e-231
185,5acbc904b7356cecf081f33e948e394d660a15b2,1.1764984582435574e-231
186,1124d68946f6e4109798dfdc07ec7c9e37df4442,4.905470711005226e-155
187,49a0fb6e0fb4fa130db9c5a2c4d3b27a6579cc75,1.1572194372432803e-231
188,49a0fb6e0fb4fa130db9c5a2c4d3b27a6579cc75,1.1156396928052815e-231
189,48a6d234cb2accf501da109cce7898a1e4cc340c,8.231055179516831e-232
190,9b23a4ac9a08e3f63677b328b3838816b08d8459,0.0
191,9b23a4ac9a08e3f63677b328b3838816b08d8459,0.0
192,a49774d3abedd0da3a882728a073bec974c149e5,9.37679901839059e-232
193,a49774d3abedd0da3a882728a073bec974c149e5,2.2774607550962968e-155
194,0f4dce98c70ca4517128990184c47388e58e04dd,8.460552185460498e-232
195,7917f1b40c299145b005fcc8b99627a0dd5645f9,1.072268715173723e-231
196,7917f1b40c299145b005fcc8b99627a0dd5645f9,9.689041594391036e-232
197,7917f1b40c299145b005fcc8b99627a0dd5645f9,1.072268715173723e-231
198,7917f1b40c299145b005fcc8b99627a0dd5645f9,1.072268715173723e-231
199,7917f1b40c299145b005fcc8b99627a0dd5645f9,9.689041594391036e-232
200,7917f1b40c299145b005fcc8b99627a0dd5645f9,9.689041594391036e-232
201,b596fedf1394b64a165e75d38558a9cdc75d2f90,1.0577612560403046e-231
202,b596fedf1394b64a165e75d38558a9cdc75d2f90,1.0577612560403046e-231
203,b596fedf1394b64a165e75d38558a9cdc75d2f90,1.033992351780446e-231
204,b596fedf1394b64a165e75d38558a9cdc75d2f90,1.0577612560403046e-231
205,3a46149de1e58ce72563c4011bfee64781bc4af3,1.1545437674642806e-231
206,3a46149de1e58ce72563c4011bfee64781bc4af3,1.1545437674642806e-231
207,df36d6255df5793129b02ac82f1010171bd8a0a8,1.325250056439003e-231
208,df36d6255df5793129b02ac82f1010171bd8a0a8,1.0669733992029681e-231
209,df36d6255df5793129b02ac82f1010171bd8a0a8,1.1454162233972301e-231
210,df36d6255df5793129b02ac82f1010171bd8a0a8,1.1337861261109773e-231
211,df36d6255df5793129b02ac82f1010171bd8a0a8,1.1739546629120287e-231
212,df36d6255df5793129b02ac82f1010171bd8a0a8,1.0994589176680791e-231
213,df36d6255df5793129b02ac82f1010171bd8a0a8,1.2183324802375697e-231
214,df36d6255df5793129b02ac82f1010171bd8a0a8,1.2882297539194154e-231
215,df36d6255df5793129b02ac82f1010171bd8a0a8,1.1896457329133973e-231
216,df36d6255df5793129b02ac82f1010171bd8a0a8,1.1268086493920282e-231
217,df36d6255df5793129b02ac82f1010171bd8a0a8,1.1070900996592687e-231
218,df36d6255df5793129b02ac82f1010171bd8a0a8,1.0518351895246305e-231
219,df36d6255df5793129b02ac82f1010171bd8a0a8,1.2726119615895568e-231
220,df36d6255df5793129b02ac82f1010171bd8a0a8,1.091900080306308e-231
221,df36d6255df5793129b02ac82f1010171bd8a0a8,1.2882297539194154e-231
222,df36d6255df5793129b02ac82f1010171bd8a0a8,7.784451369270533e-232
223,df36d6255df5793129b02ac82f1010171bd8a0a8,9.039352811507815e-232
224,df36d6255df5793129b02ac82f1010171bd8a0a8,8.784466509829401e-232
225,df36d6255df5793129b02ac82f1010171bd8a0a8,1.040462327564824e-231
226,df36d6255df5793129b02ac82f1010171bd8a0a8,1.1200407237786664e-231
227,df36d6255df5793129b02ac82f1010171bd8a0a8,1.0638581151575014e-231
228,df36d6255df5793129b02ac82f1010171bd8a0a8,9.788429383461836e-232
229,df36d6255df5793129b02ac82f1010171bd8a0a8,1.1988328686372911e-231
230,df36d6255df5793129b02ac82f1010171bd8a0a8,9.788429383461836e-232
231,a969013bdd23cb94705904cd02d4b2fdfa03f5e7,3.2823197514066575e-155
232,a969013bdd23cb94705904cd02d4b2fdfa03f5e7,2.3318865198845825e-155
233,a969013bdd23cb94705904cd02d4b2fdfa03f5e7,3.421647610625111e-155
234,5ec954c03dad287645d52cbb52d16085d0f65eeb,9.632933202629087e-232
235,5ec954c03dad287645d52cbb52d16085d0f65eeb,1.0181865532756278e-231
236,5ec954c03dad287645d52cbb52d16085d0f65eeb,8.697624220262197e-232
237,5ec954c03dad287645d52cbb52d16085d0f65eeb,1.0669733992029681e-231
238,ced9212c1f0e537bd3baf0471547f5109e87ed71,1.0567619528407538e-231
239,ced9212c1f0e537bd3baf0471547f5109e87ed71,4.298631483271809e-155
240,ced9212c1f0e537bd3baf0471547f5109e87ed71,4.0968341433083235e-155
241,ced9212c1f0e537bd3baf0471547f5109e87ed71,1.0749662678465409e-231
242,ced9212c1f0e537bd3baf0471547f5109e87ed71,3.280006551333948e-155
243,ced9212c1f0e537bd3baf0471547f5109e87ed71,4.506889438070446e-155
244,ced9212c1f0e537bd3baf0471547f5109e87ed71,1.0244914152188952e-231
245,ced9212c1f0e537bd3baf0471547f5109e87ed71,1.012071042130996e-231
246,ced9212c1f0e537bd3baf0471547f5109e87ed71,9.418382295637229e-232
247,ced9212c1f0e537bd3baf0471547f5109e87ed71,3.951829566952597e-155
248,ced9212c1f0e537bd3baf0471547f5109e87ed71,1.0972483223249561e-231
249,ced9212c1f0e537bd3baf0471547f5109e87ed71,1.1008876702055895e-231
250,ced9212c1f0e537bd3baf0471547f5109e87ed71,9.689041594391036e-232
251,ced9212c1f0e537bd3baf0471547f5109e87ed71,3.951829566952597e-155
252,ced9212c1f0e537bd3baf0471547f5109e87ed71,4.178551022110489e-155
253,ced9212c1f0e537bd3baf0471547f5109e87ed71,8.844844403089352e-232
254,ced9212c1f0e537bd3baf0471547f5109e87ed71,7.601159375410181e-232
255,ced9212c1f0e537bd3baf0471547f5109e87ed71,9.594503055152632e-232
256,ced9212c1f0e537bd3baf0471547f5109e87ed71,1.091900080306308e-231
257,0f654388fc49c0ab7af4c45c7b5294117c435074,1.0832677820940877e-231
258,0f654388fc49c0ab7af4c45c7b5294117c435074,9.788429383461836e-232
259,0f654388fc49c0ab7af4c45c7b5294117c435074,9.109159947227211e-232
260,0f654388fc49c0ab7af4c45c7b5294117c435074,9.788429383461836e-232
261,0f654388fc49c0ab7af4c45c7b5294117c435074,9.788429383461836e-232
262,0f654388fc49c0ab7af4c45c7b5294117c435074,9.388958266273895e-232
263,0f654388fc49c0ab7af4c45c7b5294117c435074,9.788429383461836e-232
264,1dc67a6a385130e8db0d4a7e7b1818d31030be9c,8.561894227089738e-232
265,aba3b1ec0108197f747b9266c7a622cb16e34fdc,0.0
266,aba3b1ec0108197f747b9266c7a622cb16e34fdc,0.0
267,aba3b1ec0108197f747b9266c7a622cb16e34fdc,0.0
268,aba3b1ec0108197f747b9266c7a622cb16e34fdc,0.0
269,aba3b1ec0108197f747b9266c7a622cb16e34fdc,0.0
270,aba3b1ec0108197f747b9266c7a622cb16e34fdc,0.0
271,aba3b1ec0108197f747b9266c7a622cb16e34fdc,0.0
272,aba3b1ec0108197f747b9266c7a622cb16e34fdc,0.0
273,aba3b1ec0108197f747b9266c7a622cb16e34fdc,6.463994581974206e-232
274,aba3b1ec0108197f747b9266c7a622cb16e34fdc,6.463994581974206e-232
275,aba3b1ec0108197f747b9266c7a622cb16e34fdc,6.902188596101996e-232
276,aba3b1ec0108197f747b9266c7a622cb16e34fdc,6.463994581974206e-232
277,aba3b1ec0108197f747b9266c7a622cb16e34fdc,6.113268636543685e-232
278,aba3b1ec0108197f747b9266c7a622cb16e34fdc,6.295954939715346e-232
279,aba3b1ec0108197f747b9266c7a622cb16e34fdc,6.463994581974206e-232
280,aba3b1ec0108197f747b9266c7a622cb16e34fdc,6.463994581974206e-232
281,aba3b1ec0108197f747b9266c7a622cb16e34fdc,1.0181865532756278e-231
282,aba3b1ec0108197f747b9266c7a622cb16e34fdc,3.3382484659482393e-155
283,aba3b1ec0108197f747b9266c7a622cb16e34fdc,3.505126972195164e-155
284,aba3b1ec0108197f747b9266c7a622cb16e34fdc,1.076601202255194e-231
285,aba3b1ec0108197f747b9266c7a622cb16e34fdc,1.076601202255194e-231
286,aba3b1ec0108197f747b9266c7a622cb16e34fdc,3.4206702176451186e-155
287,aba3b1ec0108197f747b9266c7a622cb16e34fdc,1.076601202255194e-231
288,aba3b1ec0108197f747b9266c7a622cb16e34fdc,1.076601202255194e-231
289,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.533966891110756e-232
290,bece3c77bb51ecc55dcc4008375dc29ccd91575c,3.549225288188377e-155
291,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.533966891110756e-232
292,bece3c77bb51ecc55dcc4008375dc29ccd91575c,3.1237148326586e-155
293,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.533966891110756e-232
294,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.533966891110756e-232
295,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.533966891110756e-232
296,bece3c77bb51ecc55dcc4008375dc29ccd91575c,2.9713694625741842e-155
297,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.533966891110756e-232
298,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.298572409850269e-232
299,bece3c77bb51ecc55dcc4008375dc29ccd91575c,8.614911585158347e-232
300,bece3c77bb51ecc55dcc4008375dc29ccd91575c,3.1237148326586e-155
301,bece3c77bb51ecc55dcc4008375dc29ccd91575c,4.0599611803367396e-155
302,bece3c77bb51ecc55dcc4008375dc29ccd91575c,4.9569981019182885e-155
303,bece3c77bb51ecc55dcc4008375dc29ccd91575c,4.0599611803367396e-155
304,bece3c77bb51ecc55dcc4008375dc29ccd91575c,4.828134722291504e-155
305,bece3c77bb51ecc55dcc4008375dc29ccd91575c,4.0599611803367396e-155
306,bece3c77bb51ecc55dcc4008375dc29ccd91575c,3.9421554930094576e-155
307,bece3c77bb51ecc55dcc4008375dc29ccd91575c,3.9421554930094576e-155
308,bece3c77bb51ecc55dcc4008375dc29ccd91575c,3.5801936500594836e-155
309,bece3c77bb51ecc55dcc4008375dc29ccd91575c,4.0599611803367396e-155
310,bece3c77bb51ecc55dcc4008375dc29ccd91575c,3.9421554930094576e-155
311,bece3c77bb51ecc55dcc4008375dc29ccd91575c,3.812727472243035e-155
312,bece3c77bb51ecc55dcc4008375dc29ccd91575c,4.828134722291504e-155
313,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.2183324802375697e-231
314,bece3c77bb51ecc55dcc4008375dc29ccd91575c,4.777946850498661e-155
315,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.2183324802375697e-231
316,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.2183324802375697e-231
317,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.2183324802375697e-231
318,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.1337861261109773e-231
319,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.2183324802375697e-231
320,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.2183324802375697e-231
321,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.2183324802375697e-231
322,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.0244914152188952e-231
323,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.0244914152188952e-231
324,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.2183324802375697e-231
325,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.336117803135294e-232
326,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.0332112772921225e-231
327,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.0332112772921225e-231
328,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.336117803135294e-232
329,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.316700237433404e-232
330,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.0332112772921225e-231
331,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.0332112772921225e-231
332,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.0332112772921225e-231
333,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.0332112772921225e-231
334,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.0332112772921225e-231
335,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.316700237433404e-232
336,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.0332112772921225e-231
337,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.621044119339268e-232
338,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.0771988162528382e-231
339,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.0518351895246305e-231
340,bece3c77bb51ecc55dcc4008375dc29ccd91575c,8.364937377160846e-232
341,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.257324954728539e-232
342,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.947643045471176e-232
343,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.947643045471176e-232
344,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.947643045471176e-232
345,bece3c77bb51ecc55dcc4008375dc29ccd91575c,8.844844403089352e-232
