,commit-hash,BleuScore
346,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.621044119339268e-232
347,bece3c77bb51ecc55dcc4008375dc29ccd91575c,7.784451369270533e-232
348,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.0244914152188952e-231
349,bece3c77bb51ecc55dcc4008375dc29ccd91575c,8.460552185460498e-232
350,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.0638581151575014e-231
351,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.147905122468955e-232
352,bece3c77bb51ecc55dcc4008375dc29ccd91575c,8.460552185460498e-232
353,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.363140134330432e-232
354,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.147905122468955e-232
355,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.363140134330432e-232
356,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.363140134330432e-232
357,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.363140134330432e-232
358,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.363140134330432e-232
359,bece3c77bb51ecc55dcc4008375dc29ccd91575c,8.460552185460498e-232
360,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.363140134330432e-232
361,bece3c77bb51ecc55dcc4008375dc29ccd91575c,7.817228731469945e-232
362,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.829644734428202e-232
363,bece3c77bb51ecc55dcc4008375dc29ccd91575c,8.651185699279904e-232
364,bece3c77bb51ecc55dcc4008375dc29ccd91575c,7.817228731469945e-232
365,bece3c77bb51ecc55dcc4008375dc29ccd91575c,8.651185699279904e-232
366,bece3c77bb51ecc55dcc4008375dc29ccd91575c,8.651185699279904e-232
367,bece3c77bb51ecc55dcc4008375dc29ccd91575c,8.651185699279904e-232
368,bece3c77bb51ecc55dcc4008375dc29ccd91575c,8.651185699279904e-232
369,bece3c77bb51ecc55dcc4008375dc29ccd91575c,8.651185699279904e-232
370,bece3c77bb51ecc55dcc4008375dc29ccd91575c,8.651185699279904e-232
371,bece3c77bb51ecc55dcc4008375dc29ccd91575c,7.685849854680481e-232
372,bece3c77bb51ecc55dcc4008375dc29ccd91575c,8.651185699279904e-232
373,bece3c77bb51ecc55dcc4008375dc29ccd91575c,7.683985787425757e-232
374,bece3c77bb51ecc55dcc4008375dc29ccd91575c,2.299138001556968e-155
375,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.86024798788587e-155
376,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.6809238090648084e-155
377,bece3c77bb51ecc55dcc4008375dc29ccd91575c,7.683985787425757e-232
378,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.93333690368287e-155
379,bece3c77bb51ecc55dcc4008375dc29ccd91575c,7.683985787425757e-232
380,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.7773605317382007e-155
381,bece3c77bb51ecc55dcc4008375dc29ccd91575c,7.683985787425757e-232
382,bece3c77bb51ecc55dcc4008375dc29ccd91575c,7.683985787425757e-232
383,bece3c77bb51ecc55dcc4008375dc29ccd91575c,7.267065082157082e-232
384,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.86024798788587e-155
385,bece3c77bb51ecc55dcc4008375dc29ccd91575c,8.844844403089352e-232
386,bece3c77bb51ecc55dcc4008375dc29ccd91575c,1.1121803032788522e-231
387,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.788429383461836e-232
388,bece3c77bb51ecc55dcc4008375dc29ccd91575c,8.844844403089352e-232
389,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.788429383461836e-232
390,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.520270242292201e-232
391,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.788429383461836e-232
392,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.788429383461836e-232
393,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.788429383461836e-232
394,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.788429383461836e-232
395,bece3c77bb51ecc55dcc4008375dc29ccd91575c,8.844844403089352e-232
396,bece3c77bb51ecc55dcc4008375dc29ccd91575c,9.788429383461836e-232
397,374c371ef1537fa9313b275998f2b276f4581358,8.972141065609098e-232
398,374c371ef1537fa9313b275998f2b276f4581358,0.0
399,374c371ef1537fa9313b275998f2b276f4581358,8.972141065609098e-232
400,374c371ef1537fa9313b275998f2b276f4581358,8.972141065609098e-232
401,374c371ef1537fa9313b275998f2b276f4581358,8.972141065609098e-232
402,374c371ef1537fa9313b275998f2b276f4581358,8.972141065609098e-232
403,374c371ef1537fa9313b275998f2b276f4581358,8.972141065609098e-232
404,374c371ef1537fa9313b275998f2b276f4581358,8.972141065609098e-232
405,f202f338a47d7e2a7e14bb7b14e5c934356ad66e,1.1808001696991507e-231
406,f202f338a47d7e2a7e14bb7b14e5c934356ad66e,1.1808001696991507e-231
407,f202f338a47d7e2a7e14bb7b14e5c934356ad66e,1.1808001696991507e-231
408,684a4708d7eaecdf06a132da2633d06834bb08a3,1.1102577717991281e-231
409,cdf691c21273e0e53d3885681dc1448db4a74179,9.157231061812019e-232
410,5af0874ed302e9ef79cec97836529ccf353e53f7,9.109159947227211e-232
411,5af0874ed302e9ef79cec97836529ccf353e53f7,1.1722739790570059e-231
412,5af0874ed302e9ef79cec97836529ccf353e53f7,7.114448003820407e-232
413,5af0874ed302e9ef79cec97836529ccf353e53f7,6.689869579535845e-232
414,5af0874ed302e9ef79cec97836529ccf353e53f7,8.90735602648238e-232
415,5af0874ed302e9ef79cec97836529ccf353e53f7,9.053100916341928e-232
416,5af0874ed302e9ef79cec97836529ccf353e53f7,9.840085157783916e-232
417,5af0874ed302e9ef79cec97836529ccf353e53f7,7.374276197891925e-232
418,5af0874ed302e9ef79cec97836529ccf353e53f7,8.784466509829401e-232
419,d62d6a77d1c00dfa4052adc85ebcb109e84c2e2c,1.0701348365097317e-231
420,c2a0cef76e0613de028d5ff982bd862206439a0f,8.920126462175827e-232
421,c2a0cef76e0613de028d5ff982bd862206439a0f,3.235516530980625e-155
422,c2a0cef76e0613de028d5ff982bd862206439a0f,3.3553602554561567e-155
423,c4627cc882d11bf26b52baee4bfdbf9edd3d09ed,8.886273379203676e-232
424,c4627cc882d11bf26b52baee4bfdbf9edd3d09ed,1.1926689993037216e-231
425,c4627cc882d11bf26b52baee4bfdbf9edd3d09ed,1.0807451527204046e-231
426,c4627cc882d11bf26b52baee4bfdbf9edd3d09ed,8.93945512687472e-232
427,c4627cc882d11bf26b52baee4bfdbf9edd3d09ed,8.755037397750627e-232
428,c4627cc882d11bf26b52baee4bfdbf9edd3d09ed,1.0957031367848159e-231
429,c4627cc882d11bf26b52baee4bfdbf9edd3d09ed,1.1291106198145067e-231
430,c4627cc882d11bf26b52baee4bfdbf9edd3d09ed,6.705160809751319e-232
431,c4627cc882d11bf26b52baee4bfdbf9edd3d09ed,1.1427488675893165e-231
432,c4627cc882d11bf26b52baee4bfdbf9edd3d09ed,1.0771988162528382e-231
433,c4627cc882d11bf26b52baee4bfdbf9edd3d09ed,9.336117803135294e-232
434,9c68d7dd8721705be257791dc1a3c36dc31dbc8b,9.788429383461836e-232
435,9c68d7dd8721705be257791dc1a3c36dc31dbc8b,1.1505875341952789e-231
436,9c68d7dd8721705be257791dc1a3c36dc31dbc8b,9.206597977384398e-232
437,9c68d7dd8721705be257791dc1a3c36dc31dbc8b,8.54457989334043e-232
438,9c68d7dd8721705be257791dc1a3c36dc31dbc8b,7.806226271087047e-232
439,9c68d7dd8721705be257791dc1a3c36dc31dbc8b,8.589316387759423e-232
440,9c68d7dd8721705be257791dc1a3c36dc31dbc8b,6.982885762133643e-232
441,9c68d7dd8721705be257791dc1a3c36dc31dbc8b,8.829555072979774e-232
442,9c68d7dd8721705be257791dc1a3c36dc31dbc8b,6.659801989051833e-232
443,9c68d7dd8721705be257791dc1a3c36dc31dbc8b,2.8215104106977486e-155
444,9c68d7dd8721705be257791dc1a3c36dc31dbc8b,1.0136609439744998e-231
445,9c68d7dd8721705be257791dc1a3c36dc31dbc8b,8.510469113101058e-232
446,9c68d7dd8721705be257791dc1a3c36dc31dbc8b,1.5550958991429667e-155
447,9c68d7dd8721705be257791dc1a3c36dc31dbc8b,9.418382295637229e-232
448,9c68d7dd8721705be257791dc1a3c36dc31dbc8b,3.8879815040172275e-155
449,b86598886ea50c5259982ac18a692748bd3ba402,8.844844403089352e-232
450,b86598886ea50c5259982ac18a692748bd3ba402,9.74806386640271e-232
451,b86598886ea50c5259982ac18a692748bd3ba402,7.992219124248642e-232
452,b86598886ea50c5259982ac18a692748bd3ba402,1.0607877855544e-231
453,b86598886ea50c5259982ac18a692748bd3ba402,8.319100378795605e-232
454,b86598886ea50c5259982ac18a692748bd3ba402,1.0889844332430006e-231
455,b86598886ea50c5259982ac18a692748bd3ba402,8.259885936748448e-232
456,b86598886ea50c5259982ac18a692748bd3ba402,1.1240769719682742e-231
457,b86598886ea50c5259982ac18a692748bd3ba402,8.202720662090001e-232
458,b86598886ea50c5259982ac18a692748bd3ba402,1.012071042130996e-231
459,b86598886ea50c5259982ac18a692748bd3ba402,1.0832677820940877e-231
460,b86598886ea50c5259982ac18a692748bd3ba402,1.2183324802375697e-231
461,b86598886ea50c5259982ac18a692748bd3ba402,9.594503055152632e-232
462,b86598886ea50c5259982ac18a692748bd3ba402,1.0865963529888546e-231
463,b86598886ea50c5259982ac18a692748bd3ba402,1.0304053867915316e-231
464,b86598886ea50c5259982ac18a692748bd3ba402,1.1121803032788522e-231
465,b86598886ea50c5259982ac18a692748bd3ba402,1.0304053867915316e-231
466,826489950db541089c5ab95b96d01b821be3fd8d,1.1640469867513693e-231
467,826489950db541089c5ab95b96d01b821be3fd8d,1.0075580615530933e-231
468,826489950db541089c5ab95b96d01b821be3fd8d,1.0978507097724418e-231
469,826489950db541089c5ab95b96d01b821be3fd8d,1.0963478305345851e-231
470,826489950db541089c5ab95b96d01b821be3fd8d,1.0319427527676151e-231
471,826489950db541089c5ab95b96d01b821be3fd8d,1.1150462897691426e-231
472,826489950db541089c5ab95b96d01b821be3fd8d,1.1730364340805698e-231
473,826489950db541089c5ab95b96d01b821be3fd8d,1.2558634180836711e-231
474,826489950db541089c5ab95b96d01b821be3fd8d,1.0096755909175496e-231
475,826489950db541089c5ab95b96d01b821be3fd8d,1.1741155499375784e-231
476,826489950db541089c5ab95b96d01b821be3fd8d,1.1008876702055895e-231
477,826489950db541089c5ab95b96d01b821be3fd8d,1.1093893645866312e-231
478,826489950db541089c5ab95b96d01b821be3fd8d,8.289228799996742e-232
479,826489950db541089c5ab95b96d01b821be3fd8d,9.844849180073599e-232
480,826489950db541089c5ab95b96d01b821be3fd8d,8.86549145027562e-232
481,826489950db541089c5ab95b96d01b821be3fd8d,7.556678973826582e-232
482,826489950db541089c5ab95b96d01b821be3fd8d,1.2439956612288083e-231
483,826489950db541089c5ab95b96d01b821be3fd8d,1.1764984582435574e-231
484,826489950db541089c5ab95b96d01b821be3fd8d,9.418382295637229e-232
485,826489950db541089c5ab95b96d01b821be3fd8d,7.420480236834311e-232
486,826489950db541089c5ab95b96d01b821be3fd8d,1.1008876702055895e-231
487,826489950db541089c5ab95b96d01b821be3fd8d,4.713705524149605e-155
488,826489950db541089c5ab95b96d01b821be3fd8d,1.0638581151575014e-231
489,826489950db541089c5ab95b96d01b821be3fd8d,1.0749662678465409e-231
490,826489950db541089c5ab95b96d01b821be3fd8d,1.2439956612288083e-231
491,826489950db541089c5ab95b96d01b821be3fd8d,1.1281870111727917e-231
492,826489950db541089c5ab95b96d01b821be3fd8d,1.0832677820940877e-231
493,826489950db541089c5ab95b96d01b821be3fd8d,1.2627076138080564e-231
494,826489950db541089c5ab95b96d01b821be3fd8d,8.844844403089352e-232
495,826489950db541089c5ab95b96d01b821be3fd8d,8.972141065609098e-232
496,826489950db541089c5ab95b96d01b821be3fd8d,9.72161026064145e-232
497,826489950db541089c5ab95b96d01b821be3fd8d,9.702932729116586e-232
498,826489950db541089c5ab95b96d01b821be3fd8d,3.5407444025258276e-155
499,9500ce136acf388c6c9e2657bc6c3507b019fbd0,8.107244643554327e-232
500,14677bd25d3570f74d2d5c8507a93b4f7938f7d8,9.257324954728539e-232
501,14677bd25d3570f74d2d5c8507a93b4f7938f7d8,9.257324954728539e-232
502,14677bd25d3570f74d2d5c8507a93b4f7938f7d8,9.257324954728539e-232
503,14677bd25d3570f74d2d5c8507a93b4f7938f7d8,1.0832677820940877e-231
504,14677bd25d3570f74d2d5c8507a93b4f7938f7d8,1.0832677820940877e-231
505,14677bd25d3570f74d2d5c8507a93b4f7938f7d8,1.0832677820940877e-231
506,14677bd25d3570f74d2d5c8507a93b4f7938f7d8,1.0832677820940877e-231
507,14677bd25d3570f74d2d5c8507a93b4f7938f7d8,1.1337861261109773e-231
508,14677bd25d3570f74d2d5c8507a93b4f7938f7d8,1.0832677820940877e-231
509,d5460813400032794d45f3d5eb73f23157c95395,1.0244914152188952e-231
510,6cd934d1b863188bf4acc69371c7728b137b0fc6,1.158061971064715e-231
511,6cd934d1b863188bf4acc69371c7728b137b0fc6,8.772635551660324e-232
512,1813cf6156033a4a0301c128c026a0a440790949,1.2395288183339461e-231
513,1813cf6156033a4a0301c128c026a0a440790949,8.614911585158347e-232
514,16ef08a1592dc81ef8023dd241bafc2aa6795aae,9.418382295637229e-232
515,d12af4a569364f3ace6632b0719243c5a0cc7038,8.489955976004559e-232
516,d12af4a569364f3ace6632b0719243c5a0cc7038,1.1002175162545121e-231
517,e4e40e5b06d5c1d6567019bcc7f0888d8bece842,2.8215104106977486e-155
518,e4e40e5b06d5c1d6567019bcc7f0888d8bece842,1.1055230892218373e-231
519,e4e40e5b06d5c1d6567019bcc7f0888d8bece842,7.214374444617138e-232
520,e4e40e5b06d5c1d6567019bcc7f0888d8bece842,1.245934865339472e-231
521,e4e40e5b06d5c1d6567019bcc7f0888d8bece842,6.684981372596127e-232
522,6925d930dac343140cce52631e74862c5412f783,3.3065451567499034e-155
523,6925d930dac343140cce52631e74862c5412f783,1.1281870111727917e-231
524,6925d930dac343140cce52631e74862c5412f783,1.1281870111727917e-231
525,6925d930dac343140cce52631e74862c5412f783,1.1281870111727917e-231
526,6925d930dac343140cce52631e74862c5412f783,1.0319427527676151e-231
527,6925d930dac343140cce52631e74862c5412f783,1.0988583755505962e-231
528,6925d930dac343140cce52631e74862c5412f783,3.2286895410078598e-155
529,6925d930dac343140cce52631e74862c5412f783,7.601159375410181e-232
530,6925d930dac343140cce52631e74862c5412f783,7.601159375410181e-232
531,6925d930dac343140cce52631e74862c5412f783,7.601159375410181e-232
532,6925d930dac343140cce52631e74862c5412f783,7.601159375410181e-232
533,6925d930dac343140cce52631e74862c5412f783,7.601159375410181e-232
534,6925d930dac343140cce52631e74862c5412f783,7.601159375410181e-232
535,6925d930dac343140cce52631e74862c5412f783,7.601159375410181e-232
536,6925d930dac343140cce52631e74862c5412f783,1.1121803032788522e-231
537,6925d930dac343140cce52631e74862c5412f783,9.788429383461836e-232
538,6925d930dac343140cce52631e74862c5412f783,9.788429383461836e-232
539,6925d930dac343140cce52631e74862c5412f783,1.01730155760827e-231
540,6925d930dac343140cce52631e74862c5412f783,8.844844403089352e-232
541,6925d930dac343140cce52631e74862c5412f783,9.788429383461836e-232
542,6925d930dac343140cce52631e74862c5412f783,3.0555200072102913e-155
543,6925d930dac343140cce52631e74862c5412f783,1.1409851298103347e-231
544,6925d930dac343140cce52631e74862c5412f783,1.1409851298103347e-231
545,6925d930dac343140cce52631e74862c5412f783,1.1409851298103347e-231
546,6925d930dac343140cce52631e74862c5412f783,1.1409851298103347e-231
547,6925d930dac343140cce52631e74862c5412f783,1.0618063059647207e-231
548,6925d930dac343140cce52631e74862c5412f783,1.0618063059647207e-231
549,6925d930dac343140cce52631e74862c5412f783,1.1409851298103347e-231
550,6925d930dac343140cce52631e74862c5412f783,2.774090635775731e-155
551,6925d930dac343140cce52631e74862c5412f783,2.5502845355614067e-155
552,6925d930dac343140cce52631e74862c5412f783,9.196617910709463e-232
553,6925d930dac343140cce52631e74862c5412f783,2.5502845355614067e-155
554,6925d930dac343140cce52631e74862c5412f783,2.4119102000777368e-155
555,6925d930dac343140cce52631e74862c5412f783,2.5502845355614067e-155
556,6925d930dac343140cce52631e74862c5412f783,2.5502845355614067e-155
557,6925d930dac343140cce52631e74862c5412f783,3.2945982388515363e-155
558,6925d930dac343140cce52631e74862c5412f783,1.0560510463147905e-231
559,6925d930dac343140cce52631e74862c5412f783,1.0560510463147905e-231
560,6925d930dac343140cce52631e74862c5412f783,1.0560510463147905e-231
561,6925d930dac343140cce52631e74862c5412f783,1.016127520387007e-231
562,6925d930dac343140cce52631e74862c5412f783,1.0391545929367673e-231
563,6925d930dac343140cce52631e74862c5412f783,3.0939717542400025e-155
564,32d8b481e975a504f98d56bb4de44311b68d449b,1.2363867681772576e-231
565,32d8b481e975a504f98d56bb4de44311b68d449b,1.1896457329133973e-231
566,32d8b481e975a504f98d56bb4de44311b68d449b,4.095378526044107e-155
567,2afdc958c6a9b57ad1214a126fced323fccd9cab,0.0
568,2afdc958c6a9b57ad1214a126fced323fccd9cab,0.0
569,2afdc958c6a9b57ad1214a126fced323fccd9cab,0.0
570,2afdc958c6a9b57ad1214a126fced323fccd9cab,0.0
571,2afdc958c6a9b57ad1214a126fced323fccd9cab,0.0
572,2afdc958c6a9b57ad1214a126fced323fccd9cab,0.0
573,2afdc958c6a9b57ad1214a126fced323fccd9cab,0.0
574,0f1e098cc496914e64cb55d620d9c0cd9415d28a,9.039352811507815e-232
575,0f1e098cc496914e64cb55d620d9c0cd9415d28a,9.039352811507815e-232
576,0f1e098cc496914e64cb55d620d9c0cd9415d28a,9.039352811507815e-232
577,0f1e098cc496914e64cb55d620d9c0cd9415d28a,7.374276197891925e-232
578,0f1e098cc496914e64cb55d620d9c0cd9415d28a,1.091900080306308e-231
579,0f1e098cc496914e64cb55d620d9c0cd9415d28a,1.057239543530555e-231
580,0f1e098cc496914e64cb55d620d9c0cd9415d28a,1.091900080306308e-231
581,0f1e098cc496914e64cb55d620d9c0cd9415d28a,1.016127520387007e-231
582,0f1e098cc496914e64cb55d620d9c0cd9415d28a,1.0889844332430006e-231
583,0f1e098cc496914e64cb55d620d9c0cd9415d28a,1.0436167849133148e-231
584,0f1e098cc496914e64cb55d620d9c0cd9415d28a,1.1317704983611876e-231
585,0f1e098cc496914e64cb55d620d9c0cd9415d28a,1.040462327564824e-231
586,3c07a2532647f64a4aaa7c729557fee5dcc2e182,9.50440384721771e-232
587,84c73270578bf80ae00f341ca35da12b7283bd19,1.1808001696991507e-231
588,84c73270578bf80ae00f341ca35da12b7283bd19,1.0244914152188952e-231
589,84c73270578bf80ae00f341ca35da12b7283bd19,1.1640469867513693e-231
590,84c73270578bf80ae00f341ca35da12b7283bd19,1.1640469867513693e-231
591,84c73270578bf80ae00f341ca35da12b7283bd19,0.0
592,84c73270578bf80ae00f341ca35da12b7283bd19,1.2183324802375697e-231
593,84c73270578bf80ae00f341ca35da12b7283bd19,0.0
594,84c73270578bf80ae00f341ca35da12b7283bd19,1.1522277201606316e-231
595,84c73270578bf80ae00f341ca35da12b7283bd19,1.1935398790363042e-231
596,84c73270578bf80ae00f341ca35da12b7283bd19,9.83006378377985e-232
597,84c73270578bf80ae00f341ca35da12b7283bd19,1.1739546629120287e-231
598,84c73270578bf80ae00f341ca35da12b7283bd19,1.0832677820940877e-231
599,84c73270578bf80ae00f341ca35da12b7283bd19,1.2064448882743937e-231
600,84c73270578bf80ae00f341ca35da12b7283bd19,1.1484186507842885e-231
601,84c73270578bf80ae00f341ca35da12b7283bd19,1.0832677820940877e-231
602,84c73270578bf80ae00f341ca35da12b7283bd19,9.857609866842017e-232
603,84c73270578bf80ae00f341ca35da12b7283bd19,9.533966891110756e-232
604,84c73270578bf80ae00f341ca35da12b7283bd19,1.0669733992029681e-231
605,84c73270578bf80ae00f341ca35da12b7283bd19,0.0
606,84c73270578bf80ae00f341ca35da12b7283bd19,1.1102577717991281e-231
607,0001297f416447b7c45468b42a34e6b0d067d883,1.1766396330857829e-231
608,0001297f416447b7c45468b42a34e6b0d067d883,1.2097822504111573e-231
609,0001297f416447b7c45468b42a34e6b0d067d883,1.1766396330857829e-231
610,0001297f416447b7c45468b42a34e6b0d067d883,9.412234823955334e-232
611,0001297f416447b7c45468b42a34e6b0d067d883,1.2508498911928379e-231
612,0001297f416447b7c45468b42a34e6b0d067d883,1.2097822504111573e-231
613,264d45cdf5804d8ce65f49ff006a86c5705d0251,3.248309298103608e-155
614,264d45cdf5804d8ce65f49ff006a86c5705d0251,3.3424566934858732e-155
615,264d45cdf5804d8ce65f49ff006a86c5705d0251,9.857609866842017e-232
616,264d45cdf5804d8ce65f49ff006a86c5705d0251,9.857609866842017e-232
617,264d45cdf5804d8ce65f49ff006a86c5705d0251,9.57994933784656e-232
618,264d45cdf5804d8ce65f49ff006a86c5705d0251,3.3424566934858732e-155
619,264d45cdf5804d8ce65f49ff006a86c5705d0251,9.857609866842017e-232
620,264d45cdf5804d8ce65f49ff006a86c5705d0251,9.857609866842017e-232
621,264d45cdf5804d8ce65f49ff006a86c5705d0251,9.857609866842017e-232
622,355befcbfc11f96304d905f0dccb41930d384cd7,1.0518351895246305e-231
623,355befcbfc11f96304d905f0dccb41930d384cd7,1.2097822504111573e-231
624,355befcbfc11f96304d905f0dccb41930d384cd7,1.2097822504111573e-231
625,a61f9e1114e2ffd2be50f3f7c3a03e40d57c10ed,0.0
626,a61f9e1114e2ffd2be50f3f7c3a03e40d57c10ed,0.0
627,a61f9e1114e2ffd2be50f3f7c3a03e40d57c10ed,7.850707993042515e-232
628,a61f9e1114e2ffd2be50f3f7c3a03e40d57c10ed,7.850707993042515e-232
629,a61f9e1114e2ffd2be50f3f7c3a03e40d57c10ed,7.850707993042515e-232
630,a61f9e1114e2ffd2be50f3f7c3a03e40d57c10ed,7.079161312920871e-232
631,8374a9ed8392af0281ce818eca40af8e39e69a0b,7.720899511627474e-232
632,8374a9ed8392af0281ce818eca40af8e39e69a0b,1.0096316052724926e-231
633,8374a9ed8392af0281ce818eca40af8e39e69a0b,1.2296310615957557e-231
634,2d55c01c7ecae1fcf84b61ac502f947dd3d7e280,7.784451369270533e-232
635,2d55c01c7ecae1fcf84b61ac502f947dd3d7e280,9.257324954728539e-232
636,07a0359316e118edfde2f0abd1663b95c82286a0,8.412065649527267e-232
637,07a0359316e118edfde2f0abd1663b95c82286a0,0.0
638,07a0359316e118edfde2f0abd1663b95c82286a0,8.412065649527267e-232
639,07a0359316e118edfde2f0abd1663b95c82286a0,0.0
640,07a0359316e118edfde2f0abd1663b95c82286a0,0.0
641,07a0359316e118edfde2f0abd1663b95c82286a0,0.0
642,07a0359316e118edfde2f0abd1663b95c82286a0,0.0
643,07a0359316e118edfde2f0abd1663b95c82286a0,0.0
644,147a066dbecaf0a51bc2b554d8163201daf441ca,7.9677403708478e-232
645,147a066dbecaf0a51bc2b554d8163201daf441ca,9.053100916341928e-232
646,147a066dbecaf0a51bc2b554d8163201daf441ca,6.054173467777274e-232
647,147a066dbecaf0a51bc2b554d8163201daf441ca,1.0567619528407538e-231
648,147a066dbecaf0a51bc2b554d8163201daf441ca,3.3976659167512936e-155
649,147a066dbecaf0a51bc2b554d8163201daf441ca,8.886273379203676e-232
650,147a066dbecaf0a51bc2b554d8163201daf441ca,7.700282773527361e-232
651,147a066dbecaf0a51bc2b554d8163201daf441ca,9.157231061812019e-232
652,147a066dbecaf0a51bc2b554d8163201daf441ca,7.700282773527361e-232
653,147a066dbecaf0a51bc2b554d8163201daf441ca,9.418382295637229e-232
654,147a066dbecaf0a51bc2b554d8163201daf441ca,9.418382295637229e-232
655,147a066dbecaf0a51bc2b554d8163201daf441ca,8.764792329201055e-232
656,147a066dbecaf0a51bc2b554d8163201daf441ca,1.1291106198145067e-231
657,147a066dbecaf0a51bc2b554d8163201daf441ca,3.2677061090981596e-155
658,147a066dbecaf0a51bc2b554d8163201daf441ca,1.0603527689423161e-231
659,147a066dbecaf0a51bc2b554d8163201daf441ca,1.0296788793467617e-231
660,147a066dbecaf0a51bc2b554d8163201daf441ca,3.48407420638084e-155
661,147a066dbecaf0a51bc2b554d8163201daf441ca,1.0296788793467617e-231
662,147a066dbecaf0a51bc2b554d8163201daf441ca,1.0832677820940877e-231
663,147a066dbecaf0a51bc2b554d8163201daf441ca,3.0555200072102913e-155
664,147a066dbecaf0a51bc2b554d8163201daf441ca,1.01730155760827e-231
665,147a066dbecaf0a51bc2b554d8163201daf441ca,6.3797390068651975e-232
666,147a066dbecaf0a51bc2b554d8163201daf441ca,9.291932380419767e-232
667,147a066dbecaf0a51bc2b554d8163201daf441ca,7.586831018824814e-232
668,147a066dbecaf0a51bc2b554d8163201daf441ca,1.1185912938837986e-231
669,147a066dbecaf0a51bc2b554d8163201daf441ca,4.0968341433083235e-155
670,147a066dbecaf0a51bc2b554d8163201daf441ca,1.1484186507842885e-231
671,147a066dbecaf0a51bc2b554d8163201daf441ca,8.875825067922154e-232
672,147a066dbecaf0a51bc2b554d8163201daf441ca,2.8897324079605902e-155
673,147a066dbecaf0a51bc2b554d8163201daf441ca,8.875825067922154e-232
674,147a066dbecaf0a51bc2b554d8163201daf441ca,1.0350003944289303e-231
675,147a066dbecaf0a51bc2b554d8163201daf441ca,3.565021365148026e-155
676,147a066dbecaf0a51bc2b554d8163201daf441ca,1.0350003944289303e-231
677,147a066dbecaf0a51bc2b554d8163201daf441ca,7.386826398032373e-232
678,147a066dbecaf0a51bc2b554d8163201daf441ca,9.28844245215026e-232
679,147a066dbecaf0a51bc2b554d8163201daf441ca,7.386826398032373e-232
680,147a066dbecaf0a51bc2b554d8163201daf441ca,9.231787263313528e-232
681,147a066dbecaf0a51bc2b554d8163201daf441ca,2.715888071521715e-155
682,147a066dbecaf0a51bc2b554d8163201daf441ca,8.34186146802972e-232
683,147a066dbecaf0a51bc2b554d8163201daf441ca,8.259885936748448e-232
684,147a066dbecaf0a51bc2b554d8163201daf441ca,9.38504236614691e-232
685,147a066dbecaf0a51bc2b554d8163201daf441ca,7.463649482035323e-232
686,147a066dbecaf0a51bc2b554d8163201daf441ca,8.100298998468934e-232
687,147a066dbecaf0a51bc2b554d8163201daf441ca,9.840085157783916e-232
688,147a066dbecaf0a51bc2b554d8163201daf441ca,6.957990942521506e-232
689,147a066dbecaf0a51bc2b554d8163201daf441ca,9.857609866842017e-232
690,147a066dbecaf0a51bc2b554d8163201daf441ca,3.3424566934858732e-155
691,147a066dbecaf0a51bc2b554d8163201daf441ca,8.412633785677601e-232
692,04d05a8abdd2c1491e82f54b334e1ab6962041cc,0.0
693,c6cbc7dfa51b6109c8a54c0bf3d6a509f89d356c,8.630364403456908e-232
694,c6cbc7dfa51b6109c8a54c0bf3d6a509f89d356c,7.50359907734765e-232
695,c6cbc7dfa51b6109c8a54c0bf3d6a509f89d356c,7.934090036767069e-232
696,c6cbc7dfa51b6109c8a54c0bf3d6a509f89d356c,7.934090036767069e-232
697,c6cbc7dfa51b6109c8a54c0bf3d6a509f89d356c,7.934090036767069e-232
698,c6cbc7dfa51b6109c8a54c0bf3d6a509f89d356c,7.934090036767069e-232
699,c6cbc7dfa51b6109c8a54c0bf3d6a509f89d356c,8.304097431580886e-232
700,c6cbc7dfa51b6109c8a54c0bf3d6a509f89d356c,7.50359907734765e-232
701,c6cbc7dfa51b6109c8a54c0bf3d6a509f89d356c,7.934090036767069e-232
702,c6cbc7dfa51b6109c8a54c0bf3d6a509f89d356c,8.319100378795605e-232
703,c6cbc7dfa51b6109c8a54c0bf3d6a509f89d356c,0.0
